artist,song
84,rolling blackouts coastal fever,"Touch of her skin like summer rain
She's there, she's there
One bottle in, running through my veins
Her hands are in my hair
I live on the outside of everything
She's there, she's rare
Under the sun, I speak her name
But I can't hear it, I can't hear it

Stuck on the edge, she said
Time, it's a river
Only one way, down together

I open the letter
But the writing's wrong
I should've done better
But the time rolls on

I open the letter
But the writing's wrong
I should've done better
But the time rolls on

Over the window, in the air
In a mirror, she's there
Every time I speak her name
There's a cold shiver through my veins

Stuck on the edge, she said
Time, it's a river
Only one way, down together

I open the letter
But the writing's wrong
I should've done better
But the time rolls on

I open the letter
But the writing's wrong
I should've done better
But the time rolls on

All my accidents breathe in time
All my accidents breathe in time
All my accidents breathe in time
All my accidents breathe in time"
85,bastille ,"Oh I feel overjoyed
When you listen to my words
I see them sinking in
Oh I see them crawling underneath your skin

Words are all we have
We'll be talking
We'll be talking
These words are all we have
We'll be talking

And I hear you calling in the dead of night
Oh I hear you calling in the dead of night

You lean towards despair
Any given opportunity you're there
But what is there to gain?
When you're always falling off the fence that way.

Words are all we have
We'll be talking
We'll be talking
These words are all we have
We'll be talking

And I hear you calling in the dead of night
Oh I hear you calling in the dead of night
Oh I hear you calling in the dead of night
Oh I hear you calling in the dead of night

Ooh
Ooh
Ooh
Ooh

And I hear you calling in the dead of night
Oh I hear you calling in the dead of night
Oh I hear you calling in the dead of night
Oh I hear you calling in the dead of night

Ooh

Oh I feel overjoyed
When you listen to my words"
86,rolling blackouts coastal fever,"And he's back again
Big decision, hoping the cards will fall kind
Not impossible, but your parents won't stop crying
And you got nothing but the dregs again, yeah, yeah, yeah
And you caught someone else's flowers from the tower

Big boy, bring the hammer down
Big boy, bring the hammer down
On me

I had it coming, I had a ten-year plan
I had a plot on the corner
I dug a hole to the turtle shells, I keep the lid on eternal
Did you ever
Did you ever really wanna make something out of nothing?
And do you ever, ever dream about a patch of dirt?
And about the time the Martians attack
And the tidal wave, and the lightning crack

Big boy, bring the hammer down
Big boy, bring the hammer down
Big boy, bring the hammer down
Big boy, bring the hammer down

And if you're clever, you glide like a feather
Take a number, follow to the letter
Or you can sever, soar to the heavens
Take a loan out, pay it back whenever
And if you're clever, you glide like a feather (big boy, bring the hammer down)
Take a number, follow to the letter
Or you can sever, light up the heathers (big boy, bring the hammer down)
Get your hands on the leather

Big boy, bring the hammer down
(I spent a long time just kicking up the dust)
Big boy, bring the hammer down
(I spent a long time just waiting on the rust)
Big boy, bring the hammer down
(I spent a long time not getting up to much)
Big boy, bring the hammer down
(I spent a long time just kicking up the dust)"
87,rolling blackouts coastal fever,"Before the start, time at separate tables
Time in common
And with your friends, sitting in the wings
Time in common
Smiling politely, I was standing in the backyard
I didn't have another place to go
Time in a vacuum, two-hundred waking hours

Oh yeah, do you ever think about it?
Do you feel it all that much?
Do you really think it matters?

Beside the water, your legs were next to mine
Time in common (time in common, time in common)
On the couches at other people's houses
Time in common (time in common, time in common)
Outside the hall, words in the right order
I said it back, you said it back
Brand new union, a mutual life assured
Time in common

Oh yeah, do you ever think about it?
Do you feel it all that much?
Do you really think it matters?
I tell you, I do

Pale blue dots suspended in the sky
Elastic time inside a flying can
By the columns at sunset
The birds were rising and falling and rising
Then on the platform, through the window of the train
Time in common"
88,bastille ,"You took me to your favourite place on Earth
To see the tree they cut down ten years from your birth.
Our fingers traced in circles round its history,
We brushed our hands right back in time through centuries.

As you held me down, you said:

""I'll see you in the future when we're older
And we are full of stories to be told.
Cross my heart and hope to die,
I'll see you with your laughter lines.""

Changes on our hands and on our faces, oh, oh
Memories are mapped out by the lines we'll trace.

As you held me down, you said:

""I'll see you in the future when we're older
And we are full of stories to be told.
Cross my heart and hope to die,
I'll see you with your laughter lines.""

Ashen faces in cold breeze,
Ashen faces in cold breeze,
All the stories you will leave,
All the stories you will leave.

I'll see you in the future when we're older
And we are full of stories to be told.
Cross my heart and hope to die,
I'll see you with your laughter lines.

I'll see you in the future when we're old.
I'll see you in the future when we're old."
89,bastille ,"Walking out into the dark
Cutting out a different path
Led by a beating heart
All the people of the town
Cast their eyes right to the ground
In matters of the heart

The night was all you had
You ran into the night from all you had
Found yourself a path upon the ground
You ran into the night, you can't be found

But, this is your heart
Can you feel it?
Can you feel it?
Pumps through your veins
Can you feel it?
Can you feel it?

Summer evening breezes bloom
Drawing voices deep from you
Led by a beating heart
What a year and what a night
What terryifying final sights
Put out your beating heart

The night was all you had;
You ran into the night from all you had
Found yourself a path upon the ground
You ran into the night, you can't be found

But, this is your heart
Can you feel it?
Can you feel it?
Pumps through your veins
Can you feel it?
Can you feel it?

If you had your gun
Would you shoot it at the sky?
Why?
To see where it would fall?
Oh, will you come down at all?

If you had your gun
Would you shoot it at the sky?
Why?
To see where your bullet would fall?
Oh, will you come down at all?

This is your heart
Can you feel it?
Can you feel it?
Pumps through your veins
Can you feel it?
Can you feel it?

This is your racing heart
Can you feel it?
Can you feel it?
Pumps through your veins
Can you feel it?
Can you feel it?"
90,bastille ,"I was left to my own devices
Many days fell away with nothing to show

And the walls kept tumbling down
In the city that we love
Grey clouds roll over the hills
Bringing darkness from above

But if you close your eyes
Does it almost feel like
Nothing changed at all?
And if you close your eyes
Does it almost feel like
You've been here before?
How am I gonna be an optimist about this?
How am I gonna be an optimist about this?

We were caught up and lost in all of our vices
In your pose as the dust settles around us

And the walls kept tumbling down
In the city that we love
Grey clouds roll over the hills
Bringing darkness from above

But if you close your eyes
Does it almost feel like
Nothing changed at all?
And if you close your eyes
Does it almost feel like
You've been here before?
How am I gonna be an optimist about this?
How am I gonna be an optimist about this?

Oh where do we begin?
The rubble or our sins?
Oh where do we begin?
The rubble or our sins?

And the walls kept tumbling down
In the city that we love
Grey clouds roll over the hills
Bringing darkness from above

But if you close your eyes
Does it almost feel like
Nothing changed at all?
And if you close your eyes
Does it almost feel like
You've been here before?
How am I gonna be an optimist about this?
How am I gonna be an optimist about this?

If you close your eyes
Does it almost feel like nothing changed at all?"
91,bastille ,"These four walls to keep you
One floor to sleep upon and only
These four walls to keep you
These four walls contain you
Supposed to save you from yourself and
These four walls in Holcomb
To keep you from the sun

And now we're faced with two wrongs
Now we're faced with two wrongs
I don't know, oh, I don't know
Now we're faced with two wrongs
Now we're faced with two wrongs
I don't know, oh, I don't know

We could be born to anything and now, and now
What you have done is terrible
And now you, and now you
Now you carry it with you
You carry it with you
You carry it with you

These four walls will keep you
Until you face the rope
You've only these four walls before they, 
In cold blood, hang you up

And now we're faced with two wrongs
Now we're faced with two wrongs
I don't know, oh, I don't know
And now we're faced with two wrongs
Now we're faced with two wrongs
I don't know, oh, I don't know

We could be born to anything and now, and now
What you have done is terrible
And now you, and now you
Now you carry it with you
You carry it with you
You carry it with you
(Now you carry it with you
Carry it with you
Carry it with you)

There's no view from here, no view from here, no view from here
All you see's the sky
Clouds passing by, clouds passing by

We could be born to anything and now, and now
What you have done is terrible
And now, and now
Now you carry it with you
You carry it with you
You carry it with you
Now you carry it with you
You carry it with you
You carry it with you

Now you carry it with you
You carry it with you
You carry it with you"
92,rolling blackouts coastal fever,"Ten feet of shade
I'm all in white
I lean down
Through the cyclone wire
Even though I don't really know ya
I keep my head over my shoulder

Julie's place
After the corner
I grit my teeth
So they don't chatter
Calling for days
Can't find the door
Keeping it down
Foot through the floor

The light played up
The light played up
And I glazed up
The light played up

Moon on my neck
I feel it come
I'm standing here
Like a burning house
Calling for days
Can't find the door
Keeping it down
Foot through the floor

The light played up
The light played up
And I glazed up
The light played up"
93,bastille ,"Things we lost to the flame
Things we'll never see again
All that we've amassed
Sits before us, shattered into ash

These are the things, the things we lost
The things we lost in the fire, fire, fire
These are the things, the things we lost
The things we lost in the fire, fire, fire

We sat and made a list
Of all the things that we have
Down the backs of table tops
Ticket stubs and your diaries I read them all one day

When loneliness came and you were away
Oh they told me nothing new,
But I love to read the words you used
These are the things, the things we lost

The things we lost in the fire, fire, fire
These are the things, the things we lost
The things we lost in the fire, fire, fire

I was the match and you were the rock
Maybe we started this fire
We sat apart and watched
All we had burned on the pyre

(You said) we were born with nothing
And we sure as hell have nothing now
(You said) we were born with nothing
And we sure as hell have nothing now

These are the things, the things we lost
The things we lost in the fire, fire, fire
These are the things, the things we lost
The things we lost in the fire, fire, fire

Do you understand that we will never be the same again
Do you understand that we will never be the same again
The future's in our hands and we will never be the same again
The future's in our hands and we will never be the same again

These are the things, the things we lost
The things we lost in the fire, fire, fire
These are the things, the things we lost
The things we lost in the fire, fire, fire

These are the things, the things we lost
These are the things we lost in the fire fire fire

Flames they licked the walls
Tenderly they turned to dust all that I adore"
94,rolling blackouts coastal fever,"Around the corner I wait at the spot
Got a brand new watch
4.30 on the dot
Then you appear with $4.10
Sit in the tree till the chips run out

I've got a question
That's burning me up
Like the mosquitos
That are keeping me up all night
Teacher said you never may return
She said you're moving
But when were you gonna tell me
Girl

When are the walls coming down
When are walls coming down
Am I ever gonna see you, girl
Just sipping on your Prima, girl?
When are the walls coming down
When are the walls coming down
Am I ever gonna see you, girl
Just sipping on your Prima?

Stay here, Sit back, Settle down
We've got the proudest town
The premiership, The longest chips
Facilities are second to none
But your sunburnt shoulder
Is getting colder
I thought I told ya I'd hold ya
While you're getting older, girl

When are the walls coming down
When are walls coming down
Am I ever gonna see you, girl
Just sipping on your Prima, girl?
When are the walls coming down
When are the walls coming down
Am I ever gonna see you, girl
Just sipping on your Prima?
Am I ever gonna see you?
See ya"
95,bastille ,"Just another brain on the campus
Just another man in the field
Just another tall pile of papers
Making it crowded in here
Someone else's workin' your thesis
Someone else's words in your mouth
Someone else's hard work and research
Taking you up in the world

Oh, never leave me out
I'm standing by the sidelines
Oh, never leave me out
I'm standing by

I'll watch it all from afar
Heaven, help me
I'll watch it all fall apart
Heaven, help me
Help me, help me, help me, help me
I'll watch it all from afar
Heaven, help me

Just another brain on the campus
Just another set of ideas
Just another theory in motion
Waiting on for your to steer
He must be so lonely, knowing what you know
Man, it must be lonely, keeping it on the low

Oh, never leave me out
I'm standing by the sidelines
Oh, never leave me out
I'm standing by

I'll watch it all from afar
Heaven, help me
I'll watch it all fall apart
Heaven help me
Help me, help me, help me, help me
I'll watch it all from afar
Heaven, help me

I'll watch it all from afar
Heaven, help me
I'll watch it all fall apart
Heaven, help me
Help me, help me, help me, help me
I'll watch it all fall apart
Heaven, help me"
96,bastille ,"Oh oh oh oh oh woah oh oh
Oh oh oh oh oh woah oh oh
Oh oh oh oh oh woah oh oh
Oh oh oh oh oh woah oh oh

We were young and drinking in the park
There was nowhere else to go
And you said you always had my back
Oh but how were we to know

That these are the days that bind you together, forever
And these little things define you forever, forever

All this bad blood here, won't you let it dry?
Oh oh oh oh oh
It's been cold for years, won't you let it lie?
Oh oh oh oh oh

Oh oh oh oh oh woah oh oh
Oh oh oh oh oh woah oh oh

If we're only ever looking back
We will drive ourselves insane
As the friendship goes resentment grows
We will walk our different ways

But those are the days that bind us together, forever
And those little things define us forever, forever
Oh oh oh

All this bad blood here, won't you let it dry?
Oh oh oh oh oh
It's been cold for years, won't you let it lie?
Oh oh oh oh oh

I don't wanna hear about the bad blood anymore
I don't wanna hear you talk about it anymore
I don't wanna hear about the bad blood anymore
I don't wanna hear you talk about it anymore

All this bad blood here, won't you let it dry?
Oh oh oh oh oh
It's been cold for years, won't you let it lie?
Oh oh oh oh oh

Oh oh oh oh oh woah oh oh
Oh oh oh oh oh woah oh oh
Oh oh oh oh oh woah oh oh
Oh oh oh oh oh woah oh oh"
97,bastille ,"Boys and girls, wanna hear a true story?
Saturday night was at this real wild party
There was liquor overflowin' the cup
About five or six strippers trying to work for a buck
So I took one girl outside with me
Her name was Londy, she went to Junior High with me
I said, ""Why you up in there dancing for cash?
I guess a whole lot's changed since I seen you last""
She said

What would you do if your son was at home
Crying all alone
On the bedroom floor
'Cause he's hungry and the only way to feed him is to
Sleep with a man for a little bit of money?
And his daddy's gone in and out of lock down
I ain't got a job now
He's just smokin' rock now
So for you this is just a good time
But for me this is what I call life

Girl, you ain't the only one to have a baby
That's no excuse to be living all crazy
So she stared me right square in the eye
And said, ""Everyday I wake up, hoping to die""
She said, ""They're gonna know about pain
'Cause me and my sister ran away
So our daddy couldn't rape us
Before I was a teenager
I done been through more shit
You can't even relate to""

What would you do if your son was at home
Crying all alone
On the bedroom floor
'Cause he's hungry and the only way to feed him is to
Sleep with a man for a little bit of money?
And his daddy's gone in and out of lock down
I ain't got a job now
He's just smokin' rock now
So for you this is just a good time
But for me this is what I call life

What would you do?
Get up off my feet and stop making tired excuses
What would you do?
Get up off my feet and stop making tired excuses
What would you do?
Get up off my feet and stop making tired excuses
What would you do?
Get up off my feet!

What would you do if your son was at home
Crying all alone
On the bedroom floor
'Cause he's hungry and the only way to feed him is to
Sleep with a man for a little bit of money?
And his daddy's gone in and out of lock down
I ain't got a job now
He's just smokin' rock now
So for you this is just a good time
But for me this is what I call life

What would you do if your son was at home
Crying all alone
On the bedroom floor
'Cause he's hungry and the only way to feed him is to
Sleep with a man for a little bit of money?
And his daddy's gone in and out of lock down
I ain't got a job now
He's just smokin' rock now
So for you this is just a good time
But for me this is what I call life

What would you do if your son was at home
Crying all alone
On the bedroom floor
'Cause he's hungry"
98,bastille ,"This is the winter of our youth
Oh but I'm not there yet
I've got nostalgia running through me
And I don't like it

Oh my, my, my, my
Now I can almost taste it, taste it
But I, just hope we didn't waste it away

I know the winter's getting colder
But why, just 'cause we're a little older do
I relive it, I relive it
Oh, I'm peddling backwards
Even if I'm peddling alone
Can't help it
I relive it, I relive it, oh

It's 4 AM here comes the fear
I'm not prepared yet
And when we pick over the past we glorify it

Oh my, my, my, my
I hope I wasn't wasted, wasted
And I, I hope I didn't drink it away

I know the winter's getting colder
But why, just 'cause we're a little older do
I relive it, I relive it
Oh, I'm peddling backwards
Even if I'm peddling alone
Can't help it
I relive it, I relive it, oh

I let myself bathe in the past for way, way, way too long
And now it seems that I've drunk too much to give you what you want

I know the winter's getting colder
But why, just 'cause we're a little older do
I relive it, I relive it
Oh, I'm peddling backwards
Even if I'm peddling alone
Can't help it
I relive it, I relive it, oh

Can't help it
Relive it, I relive it, oh
Can't help it
I relive it, I relive it, oh
I'm peddling backwards
Even if I'm peddling alone
Can't help it
I relive it, I relive it, oh"
99,rolling blackouts coastal fever,"Sunglasses at the wedding
You stand there
In brand new sun-tan
You're freezing
In the election season
You're counting up the numbers
Twenty minutes to save the world

You're caught by the window
A name you can't remember
You said 4:30, you're early
You walk slowly
You spend time alone
You can't find the reason
You work on your breathing
Out and in, and out again

You used to cut up
All the pictures in the pages
Of the leader

Why are we always the last ones to leave
And we fade in the marbled morning
And we're breaking AM promises again

Sunglasses at the wedding
You stand there
In brand new sun-tan
You're freezing
In the election season
You're counting up the numbers
Twenty minutes to save the world

You used to cut up
All the pictures in the pages
Of the leader

Why are we always the last ones to leave
And we fade in the marbled morning
And we're breaking AM promises again"
100,rolling blackouts coastal fever,"Flat line of yellow lights 
Flickering on every street
Cool air off northern water
Two years since I've seen my daughter
The fish are biting every line but mine
Seems like rum is taking all my time

My Bellarine, from here I shoot my scene
There's fire in the west, I never did my best

Cold cuts and cheap terrine
Your daddy's not so mean
Don't listen to what your mother said
Call me when the money comes in
The fish are biting every line but mine
Seems like rum is taking all my time

My Bellarine, from here I shoot my scene
There's fire in the west, I never did my best
I'm looking down the pier before the ferry comes here
She looks just like me, I'm in trouble on the Bellarine

My Bellarine, from here I shoot my scene
There's fire in the west, I never did my best"
101,rolling blackouts coastal fever,"Saw the warning sign outside St Anne
And the words were falling down
All the days melt into oblivion
In the time folded between the two years

And the news at ten don't change my head
And the fam don't make much sense
And you walked in from the bewilderness
With a look right through my windowpane

And I feel outside it
Lost on descent
Like two transplanted palms
You look like me

Swimming in my head
Ringing in my heart

Nothing is the same
The street hasn't changed
There's a light feeling in the back of my head
And my mind's somersaulting
I've gone out of myself
As if I'm lying in a cloud
And way down there below me
Is the body I used to have

Nothing is the same
The street hasn't changed
There's a light feeling in the back of my head
And my mind's somersaulting
I've gone out of myself
As if I'm lying in a cloud
And way down there below me
Is the body I used to have

Nothing is the same
The street hasn't changed
There's a light feeling in the back of my head
And my mind's somersaulting
I've gone out of myself
As if I'm lying in a cloud
And way down there below me
Is the body I used to have

And I feel outside it
Lost on descent
Like two transplanted palms
You look like me

Swimming in my head
Ringing in my heart

You draw a straight line to the branches
You feel the gold light coming through"
102,bastille ,"I can feel your eyes in the back of my head
Burning, burning, burning
Floating through the room as the hairs on my arms are
Rising, rising, rising
I'm chemically drawn closer to you
Eyes wide, eyes wide open
Will you be my future or just an escape?
Love me, love me, love me

You'll never get to heaven on a night like this

Those nights when your friends are gone
When you're holding on for someone to leave with
Those nights when you crave someone
To be there at dawn, to wake with, 'cause aren't we all just
Looking for a little bit of hope these days?
Looking for somebody you can wake up with?
Looking for a little bit of hope these days?
We are, we are

Pulling at my t-shirt, your hands everywhere
Rising, rising, rising
As you trip and fall, dragging me up the stairs
What's your, what's your name, now?

You try to get to heaven on a night like this
But you, you never get to heaven on a night like this

Those nights when your friends are gone
When you're holding on for someone to leave with
Those nights when you crave someone
To be there at dawn, to wake with, 'cause aren't we all just
Looking for a little bit of hope these days?
Looking for somebody you can wake up with?
Looking for a little bit of hope these days?
We are, we are

The lights, the lights, the lights
They cut a path across the room
The lights, the lights, the lights
A blinding look from me to you
And I'll be your rabbit in the headlights
We'll never get to heaven
I'll be your rabbit in the headlights
We'll never get to heaven

Those nights when your friends are gone
When you're holding on for someone to leave with
Those nights when you crave someone
To be there at dawn, to wake with, 'cause aren't we all just
Looking for a little bit of hope these days?
Looking for somebody you can wake up with?
Looking for a little bit of hope these days?
We are, we are

Yeah, yeah
From my brain"
103,bastille ,"I'm the lesser of two evils
Or am I, am I tricking myself nice?
Oh, I'll bring you flowers
Oh, yeah, eh yeah yeah, ah

I'll bring you flowers in the pouring rain
Living without you is driving me insane
I'll bring you flowers, I'll make your day
The tears you cry, I'll dry them all away

From the day until the day we throw it all away
Let's talk about it 'cause I cannot live without it
Your love, it means so much to me
Can't you see? Right here, I'll always be

Oh, by the way
Did I say, oh, how you're made to stay?
Right here beside you, I will never deny you
My love, you are everything to me
Can't you see? I will give to you unselfishly

Because I need you so (oh, baby)
And I will never, ever let you go

I'll bring you flowers in the pouring rain
Living without you is driving me insane
I'll bring you flowers, I'll make your day
The tears you cry, I'll dry them all away

By the way, did I say? Oh (Oh, baby)
By the way, did I say? Oh (Oh, baby)
Yeah, and if one day, you went away, I'd feel so lonely inside
I can't deny that I would break down and cry
Yeah, and all those flowers, they would wilt in the rain
It would cause me misery, pain

Because I need you so (I need you, babe)
And I will never, ever let you go (I'll never let you go)

I'll bring you flowers (I'll bring you flowers)
In the pouring rain (Oh)
Living without you (Is driving me)
Is driving me insane (Is driving me insane)
I'll bring you flowers (Bring you flowers)
I'll make your day (I'll make your day)
The tears you cry (The tears you cry)
I'll dry them all away

Oh, by the way, did I say? Oh (Oh, call me, baby)
By the way, did I say? Oh (Oh, tear me down)
Oh, call me, baby
Oh, tear me down (Oh)"
104,bastille ,"We'll make our agreements,
About when to meet,
And I'll leave you in the doorway,
The cold evening aches,
As it leaves in its wake,
All the memories left by the day,
And I'm questioning why,
As you look to the sky,
That it's cloudless up above our heads,
And thoughts come to mind,
that our short little lives,
Haven't left the path that they will tread,
They will tread

I come back to haunt you,
Memories will taunt you,
And I will try to love you,
It's not like I'm above you,

The wisdom we learn as our minds,
They do burn'll,
Entice the naivety in youth,
As adults will grow and maturity shows,
The terrifying rarity of truth,
As you turn to your mind,
And your thoughts they rewind,
To old happenings and things that are done,
You can't find what's passed,
Make that happiness last,
Seeing from those eyes what you become,
Well you become

I come back to haunt you,
Memories will taunt you,
And I will try to love you,
It's not like I'm above you,

I will see you there,
See you there,
See you there,
I'll come back to haunt,
Memories will taunt you,
And I will try to love you,
It's not like I'm above you"
105,rolling blackouts coastal fever,"All day, I listen out for Jenny's old coupe
Midnight blue, it's faded, but she's always been true
Holiday, I haven't seen you since, yeah, I had to get away
Window pane, electricity illuminates the rain

Lean your face, hopeless, no embrace
I wanna know
I wanna know where the silence comes from
Where space originates

Lay back, sink in
You're not talking straight
I'm right, this is sin
You're not talking straight
Come around, give in
You're not talking straight
Lay back, sink in
You're not talking straight

On closer inspection, it's just a reflection
And I still move with feeling inside
And it's the tyranny of questioning
Ring the diving bell
I'm further down, I'm nearly out
I'm deeper down the well

I'm hopeless, no embrace
I wanna know
I wanna know where the silence comes from
Where space originates

Lay back, sink in
You're not talking straight
I'm right, this is sin
You're not talking straight
Come around, give in
You're not talking straight
Lay back, sink in
You're not talking straight

Lay back, sink in
You're not talking straight
I'm right, this is sin
You're not talking straight
Come around, give in
You're not talking straight
Lay back, sink in
You're not talking straight"
106,bastille ,"I miss you more

In my thoughts you're far away
And you are whistling a melody, whistling a melody
Crystallizing clear as day
Oh I can picture you so easily, picture you so easily

What's gonna be left of the world if you're not in it?
What's gonna be left of the world, oh?

Every minute and every hour
I miss you, I miss you, I miss you more
Every stumble and each misfire
I miss you, I miss you, I miss you more

I miss you more, I miss you more
I miss you more, I miss you more
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you

I miss you more

I miss you more

I miss you more

Caught off guard by your favourite song
Oh, I'll be dancing at a funeral, dancing at a funeral
Sleeping in the clothes you love
It's such a shame we had to see them burn, shame we had to see them burn

What's gonna be left of the world if you're not in it?
What's gonna be left of the world, oh?

Every minute and every hour
I miss you, I miss you, I miss you more
Every stumble and each misfire
I miss you, I miss you, I miss you more

I miss you more, I miss you more
I miss you more, I miss you more
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you

I miss you more

I miss you more

I miss you more

I miss you more"
107,rolling blackouts coastal fever,"I can see it in your face
I can hear it in your voice
I know you're not here for good fun
How long have you been on the run?

What are you running 
What are you running from?
What are you running 
What are you running from?
What are you running 
What are you running from?


I'm running into you
I've been running into you

What are you running 
What are you running from?
What are you running 
What are you running from?

How long?
How long?

How long?
How long?
How long?"
108,bastille ,"Look who's digging their own grave
That is what they all say
You'll drink yourself to death

Look who makes their own bed
Lies right down within it
And what will you have left?

Out on the front doorstep
Drinking from a paper cup
You won't remember this

Living beyond your years
Acting out all their fears
You feel it in your chest

Your hands protect the flames
From the wild winds around you

Icarus is flying too close to the sun
And Icarus's life, it has only just begun
It's just begun

Standing on the cliff face
Highest foe you'll ever grace
It scares me half to death

Look out to the future
But it tells you nothing
So take another breath

Your hands protect the flames
From the wild winds around you

Icarus is flying too close to the sun
And Icarus's life, it has only just begun
This is how it feels to take a fall
Icarus is flying towards an early grave

You put up your defenses when you leave
You leave because you're certain
Of who you want to be

You're putting up your armor when you leave
And you leave because you're certain
Of who you want to be, oh

Icarus is flying too close to the sun
And Icarus's life, it has only just begun
This is how it feels to take a fall
Icarus is flying towards an early grave"
109,bastille ,"""What the f*ck are y'all doing is the question?
This is the question""

The animals break out their cages now
Chaos is raining down around us
But here we stand with our arms folded
Do you wanna be free of this?

When panic rises like the ocean we
Just keep on flicking through the stations 'cause
If we don't post it does it happen
Oh I wanna be free of this

Have you and I been sleepwalking way too long
Won't someone pour ice water on me

It only matters if we care now
If you're way beyond that
And I'm gonna dust you off of my shoulders
And I remember when we cared now
If you're way beyond that
Then I'm gonna dust you off of my shoulders, my shoulders

Movies and news on television
Sometimes it's hard to tell the differences oh
When real life's more fucked up than fiction
Do you wanna be free of this?

Have you and I been sleepwalking way too long
Won't someone pour ice water on me

It only matters if we care now
If you're way beyond that
And I'm gonna dust you off of my shoulders
And I remember when we cared now
If you're way beyond that
Then I'm gonna dust you off of my shoulders

I don't wanna play dumb anymore
I just wanna feel something like before
I don't wanna feel numb anymore
I just wanna something like before

It only matters if we care now
If you're way beyond that
Then I'm gonna dust you off of my shoulders
And I remember when we cared now
If you're way beyond that
Then I'm gonna dust you off of my shoulders, my shoulders

""Television shoulders have the choice of watching the tragedy
Play out from the seating and comfort of their living rooms
But victims have to respond to the pressure of the media while still in shock""

If you're way beyond that
I'm gonna dust you off of my shoulders, my shoulders"
110,rolling blackouts coastal fever,"Yeah we were halfway off the farm
Set back
Bank loan blowing out
Red flag in the yard
All the burnt kerosene
And the time in between
The light chit chat in the dark

You were sitting on a chair
Pretty girl with no hair
And your nine mile stare yeah
And you said, ""All the paintings
Are losing all their colour
Darling do you wanna
Take them all down
To the ground?""

And was it Jenny
Or was it Annie
Or was it Lily
That changed your point of view?
Your pretty face is curling up in anger
Just keep in mind, my darling
I did it all for you
And I was sitting in my lair
Working on my stare
Trying to make our dreams come true
And I wonder what's the use
When you're pointing at that noose
And you're looking at me
That way
Okay

Long night
Half right
Get straight
Talk it out

Long night
Half right
Get straight
Help me

Shit shit
Shit shit
Shit shit shit"
